comunidades_autónomas;periodo;género;trastornos;benzodiacepinas;máximo_histórico_alquiler;precio_alquiler;precio_venta;máximo_histórico_venta;dificultades_medias_altas_para_llegar_a_fin_de_mes;población_con_gasto_elevado_en_vivienda;retrasos_en_los_pagos;población_con_falta_de_espacio_en_la_vivienda;desigualdad_en_la_distribución_de_ingresos_s80s20_y_coeficiente_de_gini;total;social_pib;empleo_pib;vivienda_pib;sanidad_pib;educacion_pib;cultura_pib;psector_pib;energía_pib;turismo_pib;altocargo_pib
15 Comunidad Foral de Navarra;2020;mujeres;21,736;9,615;10,2;8,7;1.451;1.87;17,8;7,1;11,4;6,6;Gini;27,3;1,94%;0,30%;0,31%;6,12%;4,01%;0,32%;0,58%;0,12%;0,06%;0,10%
15 Comunidad Foral de Navarra;2020;mujeres;21,736;9,615;10,2;8,7;1.451;1.87;17,8;7,1;11,4;6,6;Gini (con alquiler imputado);25,6;1,94%;0,30%;0,31%;6,12%;4,01%;0,32%;0,58%;0,12%;0,06%;0,10%
15 Comunidad Foral de Navarra;2020;total;16,634;7,519;10,2;8,7;1.451;1.87;17,8;7,1;11,4;6,6;Distribución de la renta S80/S20;4,5;1,94%;0,30%;0,31%;6,12%;4,01%;0,32%;0,58%;0,12%;0,06%;0,10%
15 Comunidad Foral de Navarra;2020;total;16,634;7,519;10,2;8,7;1.451;1.87;17,8;7,1;11,4;6,6;Distribución de la renta S80/S20 (alquiler imputado);4,1;1,94%;0,30%;0,31%;6,12%;4,01%;0,32%;0,58%;0,12%;0,06%;0,10%
15 Comunidad Foral de Navarra;2020;total;16,634;7,519;10,2;8,7;1.451;1.87;17,8;7,1;11,4;6,6;Gini;27,3;1,94%;0,30%;0,31%;6,12%;4,01%;0,32%;0,58%;0,12%;0,06%;0,10%
15 Comunidad Foral de Navarra;2020;total;16,634;7,519;10,2;8,7;1.451;1.87;17,8;7,1;11,4;6,6;Gini (con alquiler imputado);25,6;1,94%;0,30%;0,31%;6,12%;4,01%;0,32%;0,58%;0,12%;0,06%;0,10%
15 Comunidad Foral de Navarra;2021;hombres;11,643;5,158;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Distribución de la renta S80/S20;5,1;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;hombres;11,643;5,158;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;hombres;11,643;5,158;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Gini;28,7;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;hombres;11,643;5,158;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Gini (con alquiler imputado);26,6;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;mujeres;22,264;10,103;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Distribución de la renta S80/S20;5,1;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;mujeres;22,264;10,103;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;mujeres;22,264;10,103;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Gini;28,7;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;mujeres;22,264;10,103;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Gini (con alquiler imputado);26,6;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;total;17,013;7,909;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Distribución de la renta S80/S20;5,1;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;total;17,013;7,909;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;total;17,013;7,909;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Gini;28,7;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2021;total;17,013;7,909;10,2;9;1.484;1.87;16,4;6,1;10,3;5,1;Gini (con alquiler imputado);26,6;1,99%;0,29%;0,32%;6,09%;4,01%;0,32%;0,49%;0,15%;0,06%;0,09%
15 Comunidad Foral de Navarra;2022;hombres;11,66797;5,100123913;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Distribución de la renta S80/S20;5,4;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;hombres;11,66797;5,100123913;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Distribución de la renta S80/S20 (alquiler imputado);4,7;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;hombres;11,66797;5,100123913;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Gini;30;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;hombres;11,66797;5,100123913;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Gini (con alquiler imputado);27,9;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;mujeres;22,36778228;9,603934055;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Distribución de la renta S80/S20;5,4;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;mujeres;22,36778228;9,603934055;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Distribución de la renta S80/S20 (alquiler imputado);4,7;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;mujeres;22,36778228;9,603934055;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Gini;30;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;mujeres;22,36778228;9,603934055;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Gini (con alquiler imputado);27,9;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;total;17,08640989;7,605349149;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Distribución de la renta S80/S20;5,4;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;total;17,08640989;7,605349149;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Distribución de la renta S80/S20 (alquiler imputado);4,7;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;total;17,08640989;7,605349149;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Gini;30;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2022;total;17,08640989;7,605349149;10,2;9,3;1.568;1.87;16,9;8;10,8;6,7;Gini (con alquiler imputado);27,9;1,96%;0,34%;0,45%;5,56%;3,95%;0,33%;0,50%;0,17%;0,04%;0,09%
15 Comunidad Foral de Navarra;2023;hombres;11,79548037;5,08851845;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Distribución de la renta S80/S20;5,5;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;hombres;11,79548037;5,08851845;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Distribución de la renta S80/S20 (alquiler imputado);4,8;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;hombres;11,79548037;5,08851845;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Gini;30,1;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;hombres;11,79548037;5,08851845;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Gini (con alquiler imputado);28,1;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;mujeres;22,4650474;8,955482032;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Distribución de la renta S80/S20;5,5;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;mujeres;22,4650474;8,955482032;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Distribución de la renta S80/S20 (alquiler imputado);4,8;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;mujeres;22,4650474;8,955482032;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Gini;30,1;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;mujeres;22,4650474;8,955482032;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Gini (con alquiler imputado);28,1;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;total;17,19907796;7,233709654;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Distribución de la renta S80/S20;5,5;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;total;17,19907796;7,233709654;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Distribución de la renta S80/S20 (alquiler imputado);4,8;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;total;17,19907796;7,233709654;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Gini;30,1;;;;;;;;;;
15 Comunidad Foral de Navarra;2023;total;17,19907796;7,233709654;10,2;9,8;1.687;1.87;19;9,1;11,9;8,1;Gini (con alquiler imputado);28,1;;;;;;;;;;
16 País Vasco;2013;hombres;8,592;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Distribución de la renta S80/S20;5,2;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;hombres;8,592;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;hombres;8,592;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Gini;29,5;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;hombres;8,592;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Gini (con alquiler imputado);27,1;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;mujeres;17,108;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Distribución de la renta S80/S20;5,2;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;mujeres;17,108;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;mujeres;17,108;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Gini;29,5;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;mujeres;17,108;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Gini (con alquiler imputado);27,1;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;total;12,937;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Distribución de la renta S80/S20;5,2;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;total;12,937;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;total;12,937;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Gini;29,5;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2013;total;12,937;;14;9,9;2.747;3.255;24,2;6,4;5,5;1,4;Gini (con alquiler imputado);27,1;0,74%;0,78%;0,25%;5,50%;4,35%;0,13%;0,21%;0,03%;0,12%;0,10%
16 País Vasco;2014;hombres;7,284;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Distribución de la renta S80/S20;5,2;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;hombres;7,284;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;hombres;7,284;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Gini;29,3;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;hombres;7,284;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Gini (con alquiler imputado);26,6;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;mujeres;14,724;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Distribución de la renta S80/S20;5,2;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;mujeres;14,724;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;mujeres;14,724;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Gini;29,3;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;mujeres;14,724;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Gini (con alquiler imputado);26,6;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;total;11,082;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Distribución de la renta S80/S20;5,2;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;total;11,082;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;total;11,082;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Gini;29,3;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2014;total;11,082;;14;9,9;2.608;3.255;25,4;7,4;5,7;1;Gini (con alquiler imputado);26,6;0,82%;0,56%;0,17%;5,38%;4,11%;0,10%;0,17%;0,03%;0,10%;0,08%
16 País Vasco;2015;hombres;7,929;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Distribución de la renta S80/S20;5,4;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;hombres;7,929;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Distribución de la renta S80/S20 (alquiler imputado);4,5;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;hombres;7,929;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Gini;30,2;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;hombres;7,929;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Gini (con alquiler imputado);27,2;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;mujeres;15,533;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Distribución de la renta S80/S20;5,4;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;mujeres;15,533;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Distribución de la renta S80/S20 (alquiler imputado);4,5;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;mujeres;15,533;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Gini;30,2;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;mujeres;15,533;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Gini (con alquiler imputado);27,2;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;total;11,811;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Distribución de la renta S80/S20;5,4;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;total;11,811;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Distribución de la renta S80/S20 (alquiler imputado);4,5;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;total;11,811;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Gini;30,2;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2015;total;11,811;;14;9,7;2.541;3.255;20,1;7,5;6,1;0,4;Gini (con alquiler imputado);27,2;0,93%;0,58%;0,17%;5,25%;4,01%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;hombres;8,651;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Distribución de la renta S80/S20;5;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;hombres;8,651;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;hombres;8,651;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Gini;29,1;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;hombres;8,651;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Gini (con alquiler imputado);26,6;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;mujeres;16,648;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Distribución de la renta S80/S20;5;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;mujeres;16,648;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;mujeres;16,648;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Gini;29,1;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;mujeres;16,648;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Gini (con alquiler imputado);26,6;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;total;12,735;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Distribución de la renta S80/S20;5;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;total;12,735;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;total;12,735;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Gini;29,1;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2016;total;12,735;;14;10,2;2.473;3.255;13,8;7,1;6,5;1,6;Gini (con alquiler imputado);26,6;0,92%;0,59%;0,17%;5,14%;3,95%;0,10%;0,17%;0,03%;0,10%;0,07%
16 País Vasco;2017;hombres;9,217;3,345;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Distribución de la renta S80/S20;5,1;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;hombres;9,217;3,345;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Distribución de la renta S80/S20 (alquiler imputado);4,4;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;hombres;9,217;3,345;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Gini;29,6;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;hombres;9,217;3,345;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Gini (con alquiler imputado);26,9;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;mujeres;17,409;6,699;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Distribución de la renta S80/S20;5,1;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;mujeres;17,409;6,699;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Distribución de la renta S80/S20 (alquiler imputado);4,4;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;mujeres;17,409;6,699;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Gini;29,6;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;mujeres;17,409;6,699;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Gini (con alquiler imputado);26,9;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;total;13,402;5,264;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Distribución de la renta S80/S20;5,1;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;total;13,402;5,264;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Distribución de la renta S80/S20 (alquiler imputado);4,4;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;total;13,402;5,264;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Gini;29,6;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2017;total;13,402;5,264;14;10,8;2.492;3.255;16,5;8,3;5,9;0,7;Gini (con alquiler imputado);26,9;0,94%;0,58%;0,18%;5,14%;3,88%;0,09%;0,16%;0,03%;0,08%;0,07%
16 País Vasco;2018;hombres;9,865;3,365;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Distribución de la renta S80/S20;5,1;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;hombres;9,865;3,365;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;hombres;9,865;3,365;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Gini;30;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;hombres;9,865;3,365;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Gini (con alquiler imputado);27,3;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;mujeres;18,411;6,911;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Distribución de la renta S80/S20;5,1;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;mujeres;18,411;6,911;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;mujeres;18,411;6,911;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Gini;30;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;mujeres;18,411;6,911;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Gini (con alquiler imputado);27,3;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;total;14,232;5,391;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Distribución de la renta S80/S20;5,1;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;total;14,232;5,391;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Distribución de la renta S80/S20 (alquiler imputado);4,3;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;total;14,232;5,391;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Gini;30;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2018;total;14,232;5,391;14;11,2;2.511;3.255;16,7;7,4;5,4;3,1;Gini (con alquiler imputado);27,3;0,92%;0,59%;0,19%;5,17%;3,83%;0,09%;0,17%;0,04%;0,08%;0,08%
16 País Vasco;2019;hombres;11,545;3,629;14;11,7;2.559;3.255;15,7;6,3;8,5;2,4;Distribución de la renta S80/S20;5,3;0,90%;0,56%;0,17%;5,06%;3,75%;0,09%;0,22%;0,03%;0,07%;0,08%
16 País Vasco;2019;hombres;11,545;3,629;14;11,7;2.559;3.255;15,7;6,3;8,5;2,4;Distribución de la renta S80/S20 (alquiler imputado);4,4;0,90%;0,56%;0,17%;5,06%;3,75%;0,09%;0,22%;0,03%;0,07%;0,08%
